,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution
331,FP_new,Daniel_Tupou,birthDate,1991-06-17,,"Daniel Tupou (born 17 June 1991) is a professional rugby league footballer who plays on the wing for the Sydney Roosters in the NRL. He has played for Tonga and Australia at international level. Tupou has played for the City Origin, New South Wales in the State of Origin series and Prime Minister's XIII sides. He won the 2013, 2018 and 2019 NRL Grand Final with the Roosters.",TRUE,TRUE,,
101,FP_new,Daniel_Tupou,birthYear,1991,,"Daniel Tupou (born 17 June 1991) is a professional rugby league footballer who plays on the wing for the Sydney Roosters in the NRL. He has played for Tonga and Australia at international level. Tupou has played for the City Origin, New South Wales in the State of Origin series and Prime Minister's XIII sides. He won the 2013, 2018 and 2019 NRL Grand Final with the Roosters.",TRUE,TRUE,,
173,FP_new,Daphne_Brooker,birthName,Daphne Elizabeth Brooker,,"Daphne Elizabeth Brooker (née Beacon, 8 June 1927 – 2 February 2012) was a British model, costume designer, and a professor and head of fashion at Kingston University for three decades, where she had ""a leading role in the teaching of fashion"".",TRUE,TRUE,,
174,FP_new,Daphne_Brooker,deathDate,2012-02-02,,"Daphne Elizabeth Brooker (née Beacon, 8 June 1927 – 2 February 2012) was a British model, costume designer, and a professor and head of fashion at Kingston University for three decades, where she had ""a leading role in the teaching of fashion"".",TRUE,TRUE,,
245,FP_new,Daphne_Brooker,deathYear,2012,,"Daphne Elizabeth Brooker (née Beacon, 8 June 1927 – 2 February 2012) was a British model, costume designer, and a professor and head of fashion at Kingston University for three decades, where she had ""a leading role in the teaching of fashion"".",TRUE,TRUE,,
246,FP_new,Dave_Coskunian,birthYear,1944,,"Davit ""Dave Coskunian"" Çoşkun was a Turkish-American soccer player of Armenian descent who earned three caps with the U.S. national team. He played one season in the National Professional Soccer League and one in the North American Soccer League.",FALSE,FALSE,FH,
247,FP_new,Dave_Coskunian,birthYear,1925,,"Davit ""Dave Coskunian"" Çoşkun was a Turkish-American soccer player of Armenian descent who earned three caps with the U.S. national team. He played one season in the National Professional Soccer League and one in the North American Soccer League.",FALSE,FALSE,FH,
733,FP_new,Dave_Coskunian,birthYear,1982,,"Davit ""Dave Coskunian"" Çoşkun was a Turkish-American soccer player of Armenian descent who earned three caps with the U.S. national team. He played one season in the National Professional Soccer League and one in the North American Soccer League.",FALSE,FALSE,FH,
950,FP_new,Dave_Coskunian,birthYear,1957,,"Davit ""Dave Coskunian"" Çoşkun was a Turkish-American soccer player of Armenian descent who earned three caps with the U.S. national team. He played one season in the National Professional Soccer League and one in the North American Soccer League.",FALSE,FALSE,FH,
1157,FP_new,Dave_Coskunian,birthYear,1976,,"Davit ""Dave Coskunian"" Çoşkun was a Turkish-American soccer player of Armenian descent who earned three caps with the U.S. national team. He played one season in the National Professional Soccer League and one in the North American Soccer League.",FALSE,FALSE,FH,
1363,FP_new,Dave_Coskunian,birthYear,1904,,"Davit ""Dave Coskunian"" Çoşkun was a Turkish-American soccer player of Armenian descent who earned three caps with the U.S. national team. He played one season in the National Professional Soccer League and one in the North American Soccer League.",FALSE,FALSE,FH,
1771,FN,Dave_Coskunian,label,,Dave Coskunian,"Davit ""Dave Coskunian"" Çoşkun was a Turkish-American soccer player of Armenian descent who earned three caps with the U.S. national team. He played one season in the National Professional Soccer League and one in the North American Soccer League.",TRUE,TRUE,,
1971,FP_new,David_Leviathan,birthName,David Leviathan,,"David Leviathan (born 6 August 1950) is an Israeli painter, sculptor, and poet.",TRUE,TRUE,,
1770,FN,David_Shore,birthDate,,1959-07-03,"David Shore (born July 3, 1959) is a Canadian television writer. Shore worked on Family Law, NYPD Blue and Due South, also producing many episodes of the latter. He created the critically acclaimed series House and more recently, Battle Creek and The Good Doctor.",TRUE,TRUE,,
363,FP_new,David_Shore,birthName,David Shore,,"David Shore (born July 3, 1959) is a Canadian television writer. Shore worked on Family Law, NYPD Blue and Due South, also producing many episodes of the latter. He created the critically acclaimed series House and more recently, Battle Creek and The Good Doctor.",TRUE,TRUE,,
1606,FN,David_Shore,birthYear,,1959,"David Shore (born July 3, 1959) is a Canadian television writer. Shore worked on Family Law, NYPD Blue and Due South, also producing many episodes of the latter. He created the critically acclaimed series House and more recently, Battle Creek and The Good Doctor.",TRUE,TRUE,,
241,FN,DeAndre_Wright,birthDate,,1986-04-13,"DeAndre Scott Wright (born April 13, 1986) is an American football cornerback who is currently a free agent. He was drafted by the New York Giants in the sixth round of the 2009 NFL Draft. He played college football at New Mexico. Wright has also been a member of the Detroit Lions, Minnesota Vikings and Cleveland Browns.he now coaches the stars defense",TRUE,TRUE,,
1607,FP_new,Debendra_Nath_Roy,birthDate,1955-07-13,,"Debendra Nath Roy (1955 – 13 July 2020) was an Indian politician. He was elected to the West Bengal Legislative Assembly from Hemtabad in the 2016 West Bengal Legislative Assembly election as a member of the Communist Party of India (Marxist) and later joined the Bharatiya Janata Party. In May 2019, he along with Subhranshu Roy, Tushar Kanti Bhattacharya and more than 50 Councillors joined the Bharatiya Janata Party in the presence of senior BJP leaders Mukul Roy and Kailash Vijayvargiya.",FALSE,FALSE,AC,
907,FP_new,Debendra_Nath_Roy,birthDate,1955-07-19,,"Debendra Nath Roy (1955 – 13 July 2020) was an Indian politician. He was elected to the West Bengal Legislative Assembly from Hemtabad in the 2016 West Bengal Legislative Assembly election as a member of the Communist Party of India (Marxist) and later joined the Bharatiya Janata Party. In May 2019, he along with Subhranshu Roy, Tushar Kanti Bhattacharya and more than 50 Councillors joined the Bharatiya Janata Party in the presence of senior BJP leaders Mukul Roy and Kailash Vijayvargiya.",FALSE,FALSE,AC,
199,FP_new,Debendra_Nath_Roy,birthYear,1955,,"Debendra Nath Roy (1955 – 13 July 2020) was an Indian politician. He was elected to the West Bengal Legislative Assembly from Hemtabad in the 2016 West Bengal Legislative Assembly election as a member of the Communist Party of India (Marxist) and later joined the Bharatiya Janata Party. In May 2019, he along with Subhranshu Roy, Tushar Kanti Bhattacharya and more than 50 Councillors joined the Bharatiya Janata Party in the presence of senior BJP leaders Mukul Roy and Kailash Vijayvargiya.",TRUE,TRUE,,
486,FP_new,Don_Pardo,birthName,Dominick George,,"Dominick George ""Don"" Pardo (February 22, 1918 – August 18, 2014) was an American radio and television announcer whose career spanned more than seven decades. A member of the Television Hall of Fame, Pardo was noted for his 70-year tenure with NBC, working as the announcer for early incarnations of such notable shows as The Price Is Right, Jackpot, Jeopardy!, Three on a Match, Winning Streak and NBC Nightly News. His longest, and best-known, announcing job was for NBC's Saturday Night Live, a job he held for 38 seasons, from the show's debut in 1975 until 1981 and then 1982 until his death in 2014.",TRUE,TRUE,,
200,FP_new,Drikus_Coetzee,birthDate,1993-04-15,,Drikus Coetzee (born 15 April 1993) is a Namibian cyclist.,TRUE,TRUE,,
94,FP_new,Duncan_McFetridge,birthName,Duncan McFetridge,,"Duncan McFetridge (born 27 January 1952) is an Australian politician who represented the South Australian House of Assembly seat of Morphett for the Liberal Party from the 2002 election until 2018. Entering shadow cabinet in 2004, he was re-elected at the 2006, 2010 and 2014 elections, and holds the seat with a margin of 12.9 points. This was reduced to 7.7 points following the 2016 redistribution. McFetridge lost his shadow cabinet position in January 2017.",TRUE,TRUE,,
96,FP_new,E%2E_V%2E_K%2E_Sampath,birthName,Erode Venkatappa Krishnasamy Sampath,,"Erode Venkatappa Krishnasamy Sampath(c. 5 March 1926 – 23 February 1977), usually referred to as E. V. K. Sampath was a prominent politician from Tamil Nadu, India. He was an advocate of the Dravidian Movement of Periyar E. V. Ramasamy and was considered by some as his political heir. He later split from Periyar's Dravidar Kazhagam to form Dravida Munnetra Kazhagam (DMK) along with C. N. Annadurai. In spite of being one of the founders of DMK he later left and formed his own party, by the name, Tamil National Party. Nevertheless, he later merged his party with the Indian National Congress. He is a former Member of Parliament from the constituency of Namakkal",TRUE,TRUE,,
417,FN,E%2E_V%2E_K%2E_Sampath,label,,E.V.K.Sampath,"Erode Venkatappa Krishnasamy Sampath(c. 5 March 1926 – 23 February 1977), usually referred to as E. V. K. Sampath was a prominent politician from Tamil Nadu, India. He was an advocate of the Dravidian Movement of Periyar E. V. Ramasamy and was considered by some as his political heir. He later split from Periyar's Dravidar Kazhagam to form Dravida Munnetra Kazhagam (DMK) along with C. N. Annadurai. In spite of being one of the founders of DMK he later left and formed his own party, by the name, Tamil National Party. Nevertheless, he later merged his party with the Indian National Congress. He is a former Member of Parliament from the constituency of Namakkal",FALSE,TRUE,,
191,FP_different,E%2E_V%2E_K%2E_Sampath,label,Erode Venkatappa Krishnasamy Sampath,E.V.K.Sampath,"Erode Venkatappa Krishnasamy Sampath(c. 5 March 1926 – 23 February 1977), usually referred to as E. V. K. Sampath was a prominent politician from Tamil Nadu, India. He was an advocate of the Dravidian Movement of Periyar E. V. Ramasamy and was considered by some as his political heir. He later split from Periyar's Dravidar Kazhagam to form Dravida Munnetra Kazhagam (DMK) along with C. N. Annadurai. In spite of being one of the founders of DMK he later left and formed his own party, by the name, Tamil National Party. Nevertheless, he later merged his party with the Indian National Congress. He is a former Member of Parliament from the constituency of Namakkal",TRUE,FALSE,LCE,
190,FP_new,Edmond_Haxhinasto,birthName,Edmond Haxhinasto,,Edmond Haxhinasto (born 16 November 1966) is an Albanian politician who was Deputy Prime Minister of Albania from 2011 to 2013.,TRUE,TRUE,,
1368,FN,Eli_Fantasy,alias,,Fantasy,"Elinnette Rodríguez Calderín (Yauco, Puerto Rico, October 14, 1994), with stage name Eli Fantasy, is a Puerto Rican urban singer and model. Eliennette represented her native Yauco at the Miss Universe Puerto Rico pageant in 2015 where she won the Miss Amistad award. In 2016, she transitioned to the world of exotic dance to the music industry. Her musical career began with a video entitled La Peseta, characterized by its humorous content, urban rhythm and the colorful presence that Eli Fantasy possesses.",TRUE,FALSE,ICE,
438,FP_new,Eli_Fantasy,birthName,Elinnette Rodríguez Calderín,,"Elinnette Rodríguez Calderín (Yauco, Puerto Rico, October 14, 1994), with stage name Eli Fantasy, is a Puerto Rican urban singer and model. Eliennette represented her native Yauco at the Miss Universe Puerto Rico pageant in 2015 where she won the Miss Amistad award. In 2016, she transitioned to the world of exotic dance to the music industry. Her musical career began with a video entitled La Peseta, characterized by its humorous content, urban rhythm and the colorful presence that Eli Fantasy possesses.",TRUE,TRUE,,
107,FP_new,Eli_Fantasy,birthName,Eli Rodríguez Calderín,,"Elinnette Rodríguez Calderín (Yauco, Puerto Rico, October 14, 1994), with stage name Eli Fantasy, is a Puerto Rican urban singer and model. Eliennette represented her native Yauco at the Miss Universe Puerto Rico pageant in 2015 where she won the Miss Amistad award. In 2016, she transitioned to the world of exotic dance to the music industry. Her musical career began with a video entitled La Peseta, characterized by its humorous content, urban rhythm and the colorful presence that Eli Fantasy possesses.",FALSE,FALSE,ICE,
108,FP_new,Eli_Fantasy,birthName,Eli Fantasy,,"Elinnette Rodríguez Calderín (Yauco, Puerto Rico, October 14, 1994), with stage name Eli Fantasy, is a Puerto Rican urban singer and model. Eliennette represented her native Yauco at the Miss Universe Puerto Rico pageant in 2015 where she won the Miss Amistad award. In 2016, she transitioned to the world of exotic dance to the music industry. Her musical career began with a video entitled La Peseta, characterized by its humorous content, urban rhythm and the colorful presence that Eli Fantasy possesses.",TRUE,FALSE,WV,
