,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution,
379,FP_new,Antoine_B%C3%A9cl%C3%A8re,deathDate,1939-02-24,,"Antoine Louis Gustave Béclère (17 March 1856, Paris - 24 February 1939), virologist, immunologist, was a pioneer in radiology. In 1897 he created the first laboratory of radiology in Paris.",TRUE,TRUE,,,
380,FP_new,Antoine_B%C3%A9cl%C3%A8re,deathYear,1939,,"Antoine Louis Gustave Béclère (17 March 1856, Paris - 24 February 1939), virologist, immunologist, was a pioneer in radiology. In 1897 he created the first laboratory of radiology in Paris.",TRUE,TRUE,,,
178,FP_new,Anton_Krzyzanowski,birthName,Anton Kryzhanovsky,,"Anton Krzyzanowski or Anton Kryzhanovsky (Russian: Антон Крыжановский, born 3 March 1995) is a Russian intersex activist and sound designer. He is the founder of the intersex human rights initiative group Interseks.ru (Интерсекс.ру) and is known for speaking openly about living with ovotestis.",TRUE,TRUE,,,
313,FP_new,Anton_von_Werner,birthName,Anton Alexander von Werner,,"Anton Alexander von Werner (9 May 1843 – 4 January 1915) was a German painter known for his history paintings of notable political and military events in the Kingdom of Prussia. One of the most famous painters of his time, he is regarded a main protagonist of the Wilhelmine Period.",TRUE,TRUE,,,
390,FP_new,Antonio_Mart%C3%ADnez_Ron,birthDate,1976-05-03,,"Antonio Martínez Ron (born 3 May 1976 in Madrid) is a Spanish journalist and scientific reporter. He's graduated in journalism from the Universidad Complutense de Madrid. He has collaborated in different media such as Cadena SER, La2 and RNE. He is also responsible for the digital projects of scientific dissemination and. In 2015 he presented his first book ""¿Qué ven los astronautas cuando cierran los ojos?"" And in 2016 he published ""El ojo desnudo"".",TRUE,TRUE,,,
1034,FP_new,Antonio_Mart%C3%ADnez_Ron,birthName,Antonio Martínez Ron,,"Antonio Martínez Ron (born 3 May 1976 in Madrid) is a Spanish journalist and scientific reporter. He's graduated in journalism from the Universidad Complutense de Madrid. He has collaborated in different media such as Cadena SER, La2 and RNE. He is also responsible for the digital projects of scientific dissemination and. In 2015 he presented his first book ""¿Qué ven los astronautas cuando cierran los ojos?"" And in 2016 he published ""El ojo desnudo"".",TRUE,TRUE,,,
391,FP_new,Antonio_Mart%C3%ADnez_Ron,birthYear,1976,,"Antonio Martínez Ron (born 3 May 1976 in Madrid) is a Spanish journalist and scientific reporter. He's graduated in journalism from the Universidad Complutense de Madrid. He has collaborated in different media such as Cadena SER, La2 and RNE. He is also responsible for the digital projects of scientific dissemination and. In 2015 he presented his first book ""¿Qué ven los astronautas cuando cierran los ojos?"" And in 2016 he published ""El ojo desnudo"".",TRUE,TRUE,,,
1052,FP_new,Antonio_Tobias_Mendez,birthName,Antonio Tobias Mendez,,Antonio Tobias Mendez (born 1963) is an American sculptor.,TRUE,TRUE,,,
314,FP_different,Arlene_Howell,birthName,Eurlyne Howell,Arlene Howell,"Arlene Howell (born Eurlyne Howell; October 26, 1939) is an American former actress and beauty pageant titleholder who won the title of Miss USA 1958.",TRUE,TRUE,,,
2095,FN,Arlene_Howell,birthName,,Arlene Howell,"Arlene Howell (born Eurlyne Howell; October 26, 1939) is an American former actress and beauty pageant titleholder who won the title of Miss USA 1958.",TRUE,FALSE,WV,,
22,FP_new,Arthur_W%2E_Overmyer,birthName,Arthur Warren Overmyer,,"Arthur Warren Overmyer (May 31, 1879 – March 8, 1952) was a U.S. Representative from Ohio, and a judge on the Ohio Court of Appeals.",TRUE,TRUE,,,
29,FP_different,Arturo_Guerrero,label,Arturo Guerrero Moreno,Arturo Guerrero,"Arturo Guerrero Moreno (born 30 August 1948) is a Mexican former basketball player and coach. With Mexico's senior national team, he played at two Summer Olympic Games (1968 and 1976). Due to his shooting ability, he was nicknamed ""Mano Santa"" (""Holy Hand""). Along with Carlos Quintanar and Manolo Raga, he is generally considered to be one of the two best Mexican basketball players of all time.",TRUE,FALSE,LCE,,
465,FP_new,Austin_Wayne_Self,birthDate,1996-03-05,,"Austin Wayne Self (born March 5, 1996) is an American professional stock car racing driver. He competes part-time in the NASCAR Camping World Truck Series, driving the No. 22 Chevrolet Silverado for his family team, AM Racing and part-time in the NASCAR Xfinity Series, driving the No. 32 Chevrolet Camaro for Jordan Anderson Racing. He also has competed in the ARCA Menards Series, previously driving full-time in it for two years before moving up to the Truck Series, although he has continued to drive in the series part-time, most recently in 2019, where he drove the No. 32 Chevrolet for Win-Tron Racing.",TRUE,TRUE,,,
466,FP_new,Austin_Wayne_Self,birthYear,1996,,"Austin Wayne Self (born March 5, 1996) is an American professional stock car racing driver. He competes part-time in the NASCAR Camping World Truck Series, driving the No. 22 Chevrolet Silverado for his family team, AM Racing and part-time in the NASCAR Xfinity Series, driving the No. 32 Chevrolet Camaro for Jordan Anderson Racing. He also has competed in the ARCA Menards Series, previously driving full-time in it for two years before moving up to the Truck Series, although he has continued to drive in the series part-time, most recently in 2019, where he drove the No. 32 Chevrolet for Win-Tron Racing.",TRUE,TRUE,,,
2228,FN,Baltazar_Hinojosa_Ochoa,birthName,,Baltazar Manuel Hinojosa Ochoa,"Baltazar Manuel Hinojosa Ochoa (born September 13, 1963) is a Mexican-American politician from the Institutional Revolutionary Party (PRI) and former Secretary of Agriculture, Livestock, Rural Development, Fisheries and Food. He holds a bachelor's degree in economics from the Universidad de Monterrey.",TRUE,TRUE,,,
755,FP_different,Barbara_Finch,birthName,Barbara Ann Finch,Barbara Ann Davis,"Barbara Ann Finch (November 17, 1952 – December 17, 2008) was an American politician. Barbara Ann Davis was born in New York City to parents James and Ruth Davis on November 17, 1952. She attended Nassau Community College and Creighton University. Davis married Robert Finch in 1981. The couple farmed and raised three children near Ames, Iowa.",TRUE,TRUE,WV,,
1421,FN,Barbara_Finch,birthName,,Barbara Ann Davis,"Barbara Ann Finch (November 17, 1952 – December 17, 2008) was an American politician. Barbara Ann Davis was born in New York City to parents James and Ruth Davis on November 17, 1952. She attended Nassau Community College and Creighton University. Davis married Robert Finch in 1981. The couple farmed and raised three children near Ames, Iowa.",TRUE,FALSE,WV,,
1026,FP_new,Barbara_Tarbuck,birthName,Barbara Tarbuck,,"Barbara Tarbuck (January 15, 1942 – December 26, 2016) was an American film, television, and stage actress from Detroit, Michigan, best known for her role as ""Lady Jane Jacks"" in General Hospital.",TRUE,TRUE,,,
517,FP_new,Barbra_Amesbury,birthYear,1948,,"Barbra Amesbury (born 1948) is a Canadian philanthropist, singer-songwriter, composer and filmmaker, who had several Top 40 hits in Canada in the 1970s. Amesbury was the long-time partner of Canadian philanthropist Joan Chalmers until her death in 2016. Known as Bill Amesbury during her active musical career, Amesbury came out as transgender after leaving the music business.",TRUE,TRUE,,,
100,FN,Barron_Storey,birthYear,,1940,"Barron Storey (born 1940, Dallas, TX) is an American illustrator, graphic novelist, and educator. He is famous for his accomplishments as an illustrator and fine artist, as well as for his career as a teacher. Storey has taught illustration since the 1970s and currently is on the faculty at San Jose State University. He trained at Art Center in Los Angeles and under Robert Weaver at the School of Visual Arts in New York.",TRUE,TRUE,,,
1295,FN,Bart_Andrus,birthDate,,1958-03-30,"Bart Andrus (born March 30, 1958) is an American football coach and a former collegiate player who is the head coach and general manager for the Philadelphia Stars of the United States Football League (USFL). He has served as head coach for the Amsterdam Admirals of the NFL Europe League (NFLEL) from 2001 to 2007, the Toronto Argonauts of the Canadian Football League (CFL) in 2009, and the Omaha Nighthawks of the United Football League (UFL) in 2012 compiling a career record of 40 wins and 54 losses. Andrus also was the head football coach at Rocky Mountain College in 1996, posting a mark of 6–4. He also served as head coach of the Generals of The Spring League.",TRUE,TRUE,,,
1296,FN,Bart_Andrus,birthYear,,1958,"Bart Andrus (born March 30, 1958) is an American football coach and a former collegiate player who is the head coach and general manager for the Philadelphia Stars of the United States Football League (USFL). He has served as head coach for the Amsterdam Admirals of the NFL Europe League (NFLEL) from 2001 to 2007, the Toronto Argonauts of the Canadian Football League (CFL) in 2009, and the Omaha Nighthawks of the United Football League (UFL) in 2012 compiling a career record of 40 wins and 54 losses. Andrus also was the head football coach at Rocky Mountain College in 1996, posting a mark of 6–4. He also served as head coach of the Generals of The Spring League.",TRUE,TRUE,,,
258,FP_different,Beatrice_Nasmyth,birthName,Beatrice Sifton Nasmyth Furniss,Beatrice Sifton Nasmyth,"Beatrice Sifton Nasmyth (August 12, 1885 – October 23, 1977), later Beatrice Sifton Nasmyth Furniss was a Canadian suffragette and war correspondent during the First World War. She was a reporter for the Daily Province in Vancouver from 1910 to 1919, which took her to Europe to cover the war and the subsequent peace treaty.",TRUE,FALSE,WV,,
1523,FN,Beatrice_Nasmyth,birthName,,Beatrice Sifton Nasmyth,"Beatrice Sifton Nasmyth (August 12, 1885 – October 23, 1977), later Beatrice Sifton Nasmyth Furniss was a Canadian suffragette and war correspondent during the First World War. She was a reporter for the Daily Province in Vancouver from 1910 to 1919, which took her to Europe to cover the war and the subsequent peace treaty.",TRUE,TRUE,,,
257,FP_new,Beatrice_Nasmyth,label,Beatrice Sifton Nasmyth,,"Beatrice Sifton Nasmyth (August 12, 1885 – October 23, 1977), later Beatrice Sifton Nasmyth Furniss was a Canadian suffragette and war correspondent during the First World War. She was a reporter for the Daily Province in Vancouver from 1910 to 1919, which took her to Europe to cover the war and the subsequent peace treaty.",TRUE,TRUE,,,
530,FP_new,Ben_Brielmaier,birthDate,1983-10-24,,"Ben Brielmaier (born October 24, 1983) is a former American football offensive tackle. He was signed by the Cleveland Browns as an undrafted free agent in 2006. He played college football at Princeton. He has also been a member of the Frankfurt Galaxy, Toronto Argonauts, and Las Vegas Locomotives.",TRUE,TRUE,,,
531,FP_new,Ben_Brielmaier,birthYear,1983,,"Ben Brielmaier (born October 24, 1983) is a former American football offensive tackle. He was signed by the Cleveland Browns as an undrafted free agent in 2006. He played college football at Princeton. He has also been a member of the Frankfurt Galaxy, Toronto Argonauts, and Las Vegas Locomotives.",TRUE,TRUE,,,
1173,FP_new,Bernard_Koenen,birthName,Bernard Koenen,,Bernard Koenen (17 February 1889 in Hamburg – 30 April 1964 in Berlin) was a German politician. Between 1953 and 1958 he was the East German ambassador to Czechoslovakia.,TRUE,TRUE,,,
1689,FN,Bettina_Perut,birthName,,Elisabetta Perut Bozzolo,"Elisabetta Perut Bozzolo (born 25 February 1970) is a Chilean journalist, film director, producer, and screenwriter best known for the documentaries Un hombre aparte and. Both of these were made in collaboration with Iván Osnovikoff, a director with whom she has done most of her audiovisual work in the documentary field.",TRUE,TRUE,,,
2732,FP_new,Bettina_Perut,label,Bettina Perut,,"Elisabetta Perut Bozzolo (born 25 February 1970) is a Chilean journalist, film director, producer, and screenwriter best known for the documentaries Un hombre aparte and. Both of these were made in collaboration with Iván Osnovikoff, a director with whom she has done most of her audiovisual work in the documentary field.",TRUE,TRUE,,,
347,FN,Bill_Kaulitz,alias,,BILLY,"Bill Kaulitz (born 1 September 1989), also known mononymously as Billy for his solo act, is a German singer and songwriter. He is best known for his work as the lead singer of pop rock band Tokio Hotel.",TRUE,TRUE,,,
3017,FP_new,Billy_Troughear,label,Billy B.Troughear,,William B. Troughear (19 March 1885 – 15 October 1955) was an English footballer who played for Sunderland and Leicester Fosse in the English Football League. He played as a right back.,FALSE,FALSE,MPV,,
3536,FP_new,Billy_Troughear,label,Billy Troughear,,William B. Troughear (19 March 1885 – 15 October 1955) was an English footballer who played for Sunderland and Leicester Fosse in the English Football League. He played as a right back.,TRUE,TRUE,,,
588,FN,Birger_Kaipiainen,birthName,,Birger Johannes Kaipiainen,"Birger Johannes Kaipiainen (1 July 1915 – 18 July 1988) was a Finnish ceramist and designer. He is one of the most successful and well-known ceramic artists in Finland. Kaipiainen graduated from the School of Arts and Crafts (later known as the Aalto School of Arts of Helsinki. After that he went to work for Finnish ceramics company Arabia in 1937, and later in 1954 for their Swedish sister company Rörstrand. Kaipiainen worked as a designer for Arabia over fifty years. As a child he was Kaipiainen suffered from Polio and was consequently unable to use a pottery wheel. It was said that his illness heightened his artistic sensitivity.",TRUE,TRUE,,,
193,FP_new,Bj%C3%B6rn_Freiberg,birthName,Björn Freiberg,,"Björn Freiberg (born 28 March 1970 in Isny im Allgäu) is a German actor, painter, author, translator and former University teacher. He is known as actor and German voice in Son of Saul. In 2015 the film won the Grand Prize of the Jury at Cannes Film Festival as well as the award of the International Federation of Film Critics. The film won Best Foreign Language Film Oscar at the Academy Awards 2016. He also plays a NASA staff member in The Martian (2015) directed by Ridley Scott.",TRUE,TRUE,,,
